name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,bench_explain
Trevoh Chalobah,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,CB,90.0,69.0,78.0,88.5,1354.0,471.0,28.0,31.0,90.3,30.0,34.0,88.2,10.0,12.0,83.3,0.0,0.0,0.0,6.0,1.0,0.0,4.0,
Trevoh Chalobah,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,90.0,73.0,84.0,86.9,1270.0,451.0,32.0,36.0,88.9,35.0,37.0,94.6,6.0,8.0,75.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,
Trevoh Chalobah,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,"CB,DM",59.0,25.0,31.0,80.6,378.0,77.0,13.0,14.0,92.9,12.0,15.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Reece James,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,WB,24.0,11.0,12.0,91.7,170.0,25.0,6.0,6.0,100.0,5.0,6.0,83.3,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
Reece James,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,WB,90.0,67.0,78.0,85.9,1169.0,414.0,32.0,35.0,91.4,29.0,32.0,90.6,6.0,10.0,60.0,1.0,1.1,4.0,3.0,3.0,2.0,5.0,
Reece James,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,"AM,WB",44.0,22.0,32.0,68.8,381.0,169.0,14.0,18.0,77.8,5.0,8.0,62.5,3.0,5.0,60.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,
Reece James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece James,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Reece James,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,WB,28.0,9.0,11.0,81.8,107.0,19.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Reece James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece James,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,WB,2.0,3.0,4.0,75.0,41.0,35.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
Reece James,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,WB,90.0,60.0,64.0,93.8,935.0,254.0,35.0,35.0,100.0,20.0,22.0,90.9,5.0,6.0,83.3,0.0,0.1,2.0,1.0,0.0,0.0,2.0,
Reece James,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,WB,90.0,64.0,75.0,85.3,888.0,231.0,39.0,40.0,97.5,25.0,31.0,80.6,0.0,3.0,0.0,0.0,0.4,3.0,2.0,3.0,0.0,4.0,
Reece James,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,WB,90.0,72.0,88.0,81.8,1160.0,346.0,37.0,39.0,94.9,28.0,34.0,82.4,5.0,6.0,83.3,1.0,0.4,5.0,2.0,5.0,1.0,7.0,
Reece James,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,WB,90.0,66.0,79.0,83.5,1025.0,264.0,34.0,36.0,94.4,24.0,27.0,88.9,6.0,8.0,75.0,1.0,0.3,2.0,3.0,0.0,0.0,3.0,
Reece James,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,WB,90.0,55.0,71.0,77.5,840.0,211.0,29.0,32.0,90.6,18.0,24.0,75.0,5.0,10.0,50.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,
Romelu Lukaku,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,FW,90.0,19.0,21.0,90.5,226.0,59.0,11.0,12.0,91.7,6.0,6.0,100.0,0.0,0.0,,0.0,0.3,3.0,1.0,2.0,0.0,2.0,
Romelu Lukaku,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,FW,90.0,14.0,22.0,63.6,176.0,23.0,11.0,14.0,78.6,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.5,2.0,0.0,1.0,0.0,1.0,
Romelu Lukaku,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,FW,90.0,11.0,11.0,100.0,146.0,9.0,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Romelu Lukaku,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,FW,90.0,14.0,20.0,70.0,155.0,26.0,10.0,12.0,83.3,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.4,3.0,0.0,2.0,0.0,2.0,
Romelu Lukaku,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,FW,90.0,6.0,10.0,60.0,87.0,8.0,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.2,1.0,0.0,0.0,0.0,0.0,
Romelu Lukaku,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,FW,90.0,12.0,17.0,70.6,137.0,16.0,8.0,9.0,88.9,3.0,4.0,75.0,0.0,0.0,,0.0,0.5,1.0,0.0,0.0,0.0,0.0,
