name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,bench_explain
Jorginho,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,DM,86.0,48.0,5.0,20.0,25.0,4.0,0.0,47.0,0.0,0.0,,0.0,0.0,26.0,86.0,44.0,0.0,0.0,0.0,1.0,2.0,31.0,27.0,87.1,0.0,
Jorginho,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,DM,45.0,39.0,4.0,12.0,27.0,1.0,0.0,39.0,1.0,1.0,100.0,1.0,0.0,26.0,110.0,32.0,1.0,0.0,0.0,0.0,0.0,32.0,30.0,93.8,1.0,
Jorginho,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,DM,90.0,77.0,3.0,18.0,50.0,17.0,1.0,76.0,2.0,2.0,100.0,2.0,0.0,54.0,129.0,69.0,3.0,2.0,0.0,1.0,1.0,59.0,57.0,96.6,0.0,
Jorginho,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,DM,75.0,43.0,9.0,28.0,18.0,1.0,0.0,42.0,0.0,0.0,,0.0,0.0,26.0,128.0,54.0,2.0,0.0,0.0,0.0,4.0,31.0,30.0,96.8,0.0,
Jorginho,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,DM,18.0,17.0,0.0,2.0,11.0,4.0,0.0,17.0,0.0,0.0,,0.0,0.0,12.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,
Jorginho,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Jorginho,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y*,DM,63.0,81.0,0.0,13.0,52.0,20.0,0.0,80.0,0.0,0.0,,0.0,0.0,65.0,235.0,112.0,4.0,1.0,0.0,1.0,0.0,68.0,67.0,98.5,2.0,
Jorginho,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y*,DM,90.0,94.0,2.0,16.0,52.0,31.0,1.0,90.0,0.0,0.0,,0.0,0.0,50.0,252.0,104.0,2.0,2.0,0.0,1.0,1.0,78.0,75.0,96.2,1.0,
Jorginho,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y*,DM,90.0,85.0,1.0,20.0,53.0,23.0,1.0,83.0,1.0,1.0,100.0,1.0,1.0,65.0,272.0,171.0,5.0,5.0,0.0,1.0,1.0,65.0,63.0,96.9,3.0,
Jorginho,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y*,DM,76.0,68.0,0.0,16.0,48.0,6.0,0.0,68.0,0.0,0.0,,0.0,0.0,41.0,153.0,68.0,3.0,0.0,0.0,0.0,2.0,48.0,46.0,95.8,1.0,
Jorginho,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y*,DM,90.0,75.0,0.0,16.0,47.0,17.0,2.0,74.0,1.0,1.0,100.0,1.0,0.0,58.0,173.0,88.0,3.0,0.0,0.0,1.0,1.0,56.0,55.0,98.2,3.0,
Jorginho,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,CB,90.0,115.0,9.0,45.0,74.0,0.0,0.0,113.0,0.0,0.0,,0.0,0.0,87.0,350.0,183.0,6.0,0.0,0.0,0.0,0.0,97.0,96.0,99.0,0.0,
Andreas Christensen,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,CB,90.0,92.0,18.0,57.0,33.0,4.0,0.0,89.0,1.0,1.0,100.0,1.0,0.0,65.0,195.0,57.0,2.0,0.0,0.0,0.0,0.0,66.0,66.0,100.0,0.0,
Andreas Christensen,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,CB,90.0,51.0,17.0,39.0,12.0,0.0,0.0,49.0,0.0,0.0,,0.0,0.0,20.0,67.0,24.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,88.9,0.0,
Andreas Christensen,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,CB,90.0,66.0,8.0,32.0,30.0,6.0,0.0,66.0,1.0,1.0,100.0,1.0,0.0,44.0,146.0,69.0,1.0,1.0,0.0,0.0,0.0,44.0,44.0,100.0,0.0,
Andreas Christensen,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,CB,90.0,72.0,25.0,53.0,24.0,0.0,0.0,69.0,0.0,0.0,,0.0,0.0,39.0,170.0,83.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,97.4,0.0,
Andreas Christensen,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,CB,90.0,84.0,10.0,45.0,44.0,0.0,0.0,84.0,0.0,0.0,,0.0,0.0,58.0,287.0,157.0,1.0,0.0,0.0,0.0,0.0,56.0,56.0,100.0,0.0,
Andreas Christensen,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CB,90.0,124.0,6.0,30.0,78.0,29.0,0.0,119.0,0.0,0.0,,0.0,0.0,87.0,457.0,330.0,17.0,7.0,0.0,0.0,0.0,99.0,98.0,99.0,1.0,
Andreas Christensen,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,CB,90.0,91.0,2.0,44.0,43.0,9.0,3.0,87.0,0.0,0.0,,0.0,0.0,52.0,248.0,142.0,2.0,1.0,0.0,0.0,0.0,61.0,59.0,96.7,0.0,
Andreas Christensen,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,CB,90.0,67.0,11.0,36.0,31.0,0.0,0.0,67.0,0.0,0.0,,0.0,0.0,34.0,165.0,90.0,5.0,0.0,0.0,0.0,0.0,37.0,37.0,100.0,0.0,
Kai Havertz,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,AM,9.0,9.0,0.0,0.0,5.0,5.0,1.0,9.0,0.0,0.0,,0.0,0.0,9.0,60.0,39.0,2.0,1.0,0.0,1.0,0.0,10.0,8.0,80.0,1.0,
Kai Havertz,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,LW,89.0,53.0,2.0,11.0,29.0,22.0,7.0,53.0,0.0,1.0,0.0,0.0,0.0,39.0,254.0,142.0,5.0,2.0,2.0,0.0,1.0,54.0,46.0,85.2,4.0,
Kai Havertz,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,AM,45.0,20.0,3.0,5.0,9.0,6.0,2.0,20.0,0.0,0.0,,0.0,0.0,11.0,51.0,18.0,2.0,0.0,1.0,0.0,2.0,26.0,14.0,53.8,2.0,
Kai Havertz,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,AM,63.0,35.0,3.0,7.0,19.0,10.0,3.0,35.0,0.0,3.0,0.0,0.0,0.0,20.0,96.0,36.0,3.0,1.0,1.0,1.0,0.0,32.0,20.0,62.5,3.0,
Kai Havertz,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,"LW,FW",69.0,45.0,1.0,4.0,23.0,19.0,5.0,45.0,0.0,4.0,0.0,0.0,0.0,33.0,168.0,94.0,7.0,1.0,1.0,4.0,1.0,44.0,33.0,75.0,9.0,
Kai Havertz,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,"AM,CM",31.0,6.0,0.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,7.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,1.0,
Kai Havertz,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Kai Havertz,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,FW,15.0,11.0,5.0,6.0,3.0,2.0,0.0,11.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,44.4,0.0,
Kai Havertz,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,FW,69.0,43.0,0.0,0.0,19.0,27.0,5.0,42.0,1.0,2.0,50.0,1.0,0.0,33.0,173.0,69.0,6.0,0.0,2.0,4.0,4.0,49.0,34.0,69.4,12.0,
Kai Havertz,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,FW,90.0,47.0,2.0,2.0,18.0,28.0,10.0,46.0,2.0,2.0,100.0,2.0,0.0,28.0,153.0,62.0,4.0,1.0,0.0,0.0,0.0,63.0,35.0,55.6,11.0,
Kai Havertz,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,FW,90.0,52.0,0.0,5.0,20.0,30.0,8.0,50.0,0.0,0.0,,0.0,0.0,35.0,264.0,150.0,7.0,1.0,3.0,5.0,0.0,62.0,42.0,67.7,8.0,
Kai Havertz,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,FW,61.0,36.0,1.0,2.0,22.0,15.0,0.0,35.0,0.0,0.0,,0.0,0.0,22.0,129.0,72.0,4.0,1.0,0.0,4.0,2.0,45.0,27.0,60.0,7.0,
Kai Havertz,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Kai Havertz,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,"FW,AM",90.0,35.0,3.0,7.0,17.0,13.0,5.0,35.0,4.0,4.0,100.0,4.0,1.0,29.0,132.0,101.0,3.0,1.0,1.0,4.0,3.0,50.0,26.0,52.0,5.0,
Thiago Silva,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Thiago Silva,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Thiago Silva,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,CB,45.0,30.0,13.0,25.0,7.0,0.0,0.0,29.0,0.0,0.0,,0.0,0.0,10.0,45.0,16.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,0.0,
Thiago Silva,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,CB,90.0,82.0,24.0,53.0,38.0,1.0,0.0,81.0,0.0,0.0,,0.0,0.0,46.0,319.0,276.0,2.0,0.0,0.0,2.0,0.0,60.0,60.0,100.0,0.0,
Thiago Silva,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,CB,90.0,77.0,18.0,38.0,36.0,6.0,6.0,77.0,0.0,0.0,,0.0,0.0,43.0,195.0,103.0,1.0,0.0,0.0,1.0,0.0,47.0,46.0,97.9,0.0,
Thiago Silva,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,CB,62.0,41.0,6.0,25.0,17.0,0.0,0.0,39.0,0.0,0.0,,0.0,0.0,23.0,109.0,58.0,2.0,0.0,0.0,0.0,1.0,20.0,20.0,100.0,0.0,
